公司名稱,公司產品,職稱,公司所在縣市
"美商網基股份有限公司台灣分公司
                    ","美商網基 NetBase Quid的數據分析工具，協助市場研究人員及品牌經理分析比較消費者的愛好，了解產品在網路上的品牌價值，並發掘消費者對產品好惡背後真正的原因。此外，我們的專業領域研發平台，提供學術單位與技術人員最新的技術、產品、專利，以及相關應用，並幫助發現潛在的合作伙伴及競爭對手。

主要商品 / 服務項目
- 協助客戶從不同的面向，及時掌握包括臉書和推特在內的主流社群網路平台上的各種分析。
- 協助高階主管(executives)隨時隨地掌握特定品牌、行銷活動，及競爭對手在社群媒體、新聞、部落格上的即時動態。
- 除了網路上的資料，我們也提供客戶匯入客戶關係管理資料(CRM)，再藉由機器學習(Machine Learning)、最尖端的文字分析、自然語言處理(Natural Language Processing)及電腦視覺(Computer Vision)等技術進行分析，轉化為對企業及品牌有效的資訊。
- 藉由人工智慧(AI)達到資料即時視覺化，了解所有文字間錯綜復雜的關聯性，經由視覺化的網絡分析找出關鍵問題及決策。
- 影像分析技術(Image Analytics) 提供品牌在網路上表現的全貌，藉由電腦視覺(Computer Vision)分析圖片所包含的所有訊息並準確分析出圖像對品牌造成的影響。

我們已服務數百家企業客戶，包括：
- 全球民生消費先驅，例如Coca-Cola、Taco Bell、Yum!、KFC、McDonald's
- 全球頂尖科技標竿，例如Microsoft、Amazon、Google、Sony、HP、Huawei
- 全球流行時尚經典，例如Louis Vuitton、CHANEL、Estée Lauder、Ralph Lauren、L'Oréal
- 全球媒體娛樂巨擘，例如Disney、Warner Bros、ESPN、National Geographic、New York Times
- 全球通訊科技權威，例如T-Mobile、Vodafone、Horizon Media
- 全球汽車工業龍頭，例如Volvo、Yamaha、Toyota、Ford、Hyundai
- 全球廣告行銷領導，例如Ogilvy(奧美集團)、Publicis Media、Edelman
- 全球金融市場巨頭，例如Visa、Softbank、Morgan Stanley、Wells Fargo
- 全球零售產業龍頭，例如Target、7-11、Asos、BEST BUY","23     (2023實習) Machine Learning Engineer (時薪260）(可視訊...
178    (2023 實習) Data Engineer - ETL Specialist (時薪26...
Name: job_name, dtype: object","23     台北市
178    台北市
Name: company_addr, dtype: object"
"美國貝克斯數位媒體有限公司
                    ","Our Vision - Grow the dough.
In everything we do, we believe in challenging the status quo because we're passionate about delivering real solutions that provide the outcomes you're looking for.

Our Experience - Increase profitability.
With more than 100 years of combined experience, our team has provided brands with proven strategies that have increased sales and profitability within the Internet Retail Channel while minimizing channel conflict.

Our Philosophy - Always add value.
We always add value to every client above and beyond expectations. We don't expect that you'll hear our pitch and be sold. Rather, we stop, focus, and listen to your needs then seek to find the real solution that delivers.

Working at Channel Bakers is a job like no other.
 
We take pride in our culture and our sense of community. We strive to offer a fun and engaging environment to help our Bakers bring their best and authentic selves to work daily. We regularly take time to connect and have fun together as a team. We get to work alongside some incredibly talented co-workers and partner with some of the world's most prolific and inspirational brands. We are proud to have a very diverse team of Bakers from the US, Germany, France, Brazil, Scotland, India, Taiwan, and Mongolia, just to name a few! We are a truly global organization headquartered in California with offices in Taiwan, China, the Philippines, and the UK.
 
Our core tenet is that we exist to help people, which is at the heart of all that we do.
We enjoy the challenge of new and unfamiliar tasks; change is our normal, and we can shift gears comfortably. We love to exceed our work and personal goals, and most importantly, we are dedicated to exceeding our clients' expectations. We value self-development; it helps us help others better.
","216    數據工程師 (亞太地區)-分析與洞察部門 Data Scientist (APAC)  – ...
Name: job_name, dtype: object","216    台北市
Name: company_addr, dtype: object"
"群光電能科技股份有限公司
                    ","•	不斷地提供顧客的滿意
        --顧客導向
        --以客為尊
•	不斷地謀求同仁的福利
         --人性管理
         --尊重個人
•	不斷地開創公司的發展
        --目標管理
        --追求卓越
•	不斷地塑造人類的幸福
        --品質創新
        --造福人群

","103         Data Engineer
126                DevOps
280    DevOps QA Engineer
284           韌體工程師(工業電腦)
Name: job_name, dtype: object","103    新北市
126    新北市
280    新北市
284    新北市
Name: company_addr, dtype: object"
"群琁地理資訊顧問股份有限公司
                    ","本公司致力於GIS領域之創新發展，於工作之中發想可能的應用，並樂於培養有志於從事地理資訊方面的人才，一同激盪出創意的火花。
","63     應用系統程式設計師_2
427    應用系統程式設計師_1
Name: job_name, dtype: object","63     台北市
427    台北市
Name: company_addr, dtype: object"
"耐思尼股份有限公司
                    ","Since 2019, Nexuni team has been dedicated to developing intelligent unmanned systems to enhance productivity in business operations. In early 2022, Nexuni has officially registered in Taiwan, ready to provide robotic products at a larger scale. At Nexuni, we connect global experts in robotics, AI, IoT and aim to be a premier intelligent unmanned systems provider of various management schemes. Dessert & beverage shops and parking lots are two growing markets that demand innovative and trustable automated solutions to aid owners manage their businesses. Our primary goal is to offer robust and affordable robotic systems to achieve automated stores and parking lots with minimal human monitoring. We focused on these two management schemes and have started collecting field knowledge from our pilot sites in Taiwan since 2020. Nexuni has set up 3 pilot dessert & beverage stores - DoDay and 19 pilot parking lots - CarDay, collecting data from all aspects of the daily operations. The enormous amount of data will be crucial for our robot as the base knowledge to manage businesses in these two schemes.
The company name Nexuni is the combination of next and unique. “For the next unique you” is the value that we want to bring to our customers. Every customer and every site is unique. We designed our robotic systems so that it adapts and learns from the unique experience at each site. The ultimate goal is to evolve into a fully automated robotic management system that barely needs human monitoring.

自2019年以來，Nexuni團隊一直致力於開發智能無人系統，以提高企業運營的效率。在2022年初，Nexuni正式在台灣註冊，準備以更大規模提供機器人產品。在Nexuni，我們聚集了全球的機器人、人工智慧和物聯網專家，旨在成為各種管理方案的頂尖智能無人系統提供商。甜點飲料店和停車場是兩個不斷增長的市場，需要創新且可信賴的自動化解決方案，以協助店主管理業務。我們的主要目標是提供堅固且實惠的機器人系統，實現自動化店鋪和停車場，並減少人工監控。我們專注於這兩種管理方案，自2020年以來在台灣設立了3個甜點飲料店的試點和19個停車場的試點（DoDay和CarDay），從日常運營的各個方面收集數據。龐大的數據量將是我們的機器人管理業務的基礎知識。

公司名稱Nexuni是next和unique的結合。我們要為客戶帶來“下一個獨特的您”的價值觀。每個客戶和每個場所都是獨特的。我們設計了我們的機器人系統，使其能夠從每個場所的獨特體驗中適應和學習。最終目標是演變成一個完全自動化的機器人管理系統，幾乎不需要人工監控。我們的團隊將保持專業和情感的結合，致力於為客戶提供優質且創新的解決方案。

我們的團隊氛圍極佳，每位員工都能夠在這裡找到自己的位置，相互尊重、合作、分享知識和經驗。正如我們的公司名稱Nexuni，意思是Next和Unique的結合，不只是用在商務經營理念上，也期望每位員工都能夠找到自己獨特的價值和定位，成為公司發展的關鍵人物。我們不斷追求創新與突破，不斷學習與成長，致力於成為領先的人工智慧企業。","266    自動化系統整合工程師 Automation Systems Integration Engi...
Name: job_name, dtype: object","266    新竹縣
Name: company_addr, dtype: object"
"聖島國際專利商標聯合事務所
                    ",專、業、誠、信,"356    軟體開發工程師
Name: job_name, dtype: object","356    台北市
Name: company_addr, dtype: object"
"自由系統股份有限公司
                    ","自由系統致力於成為卓越全球企業。我們定義了清楚且積極投入的願景、帶動營運成長的主要經濟引擎以及企業的核心專長。

◆我們的使命：企業數位轉型加速與安全守護夥伴
◆我們的目標：成爲全球資安維運企業數位轉型顧問服務的領先者
◆成長模式：
- 投資與合併資訊服務公司
- 打造專業服務品牌
- 發展通路與原廠MSP夥伴

◆我們的價值觀
從內部文化塑造、人員選用培育及日常作業執行，落實核心價值，培養員工並塑造企業成為誠正信實、專業可靠的社會組成及經濟貢獻者

－誠信正直(Integrity)
此為本公司首要的核心價值，在公司內部文化建立、人員選用等，皆貫徹此理念，絕不因短期利益而犧牲對客戶的承諾。

－認真負責 (Accountability)
當責亦為本公司重要的理念，我們重視客戶的需求或問題，更致力尋求根本解決的方式。

－專業服務(Professionalism)
本公司透過不斷提升專業能力，以期提供客戶高度的技術服務，同時也注重服務過程中的專業度，舉凡專案管理、業務接洽等服務，致力追求客戶之全面滿意。

－追求卓越(Excellence)
我們不斷地追求卓越，目的就是為了確保客戶與本公司的永續經營，並且替社會創造更多的價值及承擔更多企業社會責任 (CSR, Corporate Social Responsibility)。","276                                              資深網路工程師
281    「FREEDOM TALENT」2023校園徵才計劃--雲端工程師（Cloud Engineer）
367    「FREEDOM TALENT」2023校園徵才計劃--資安工程師（Security Eng...
423                               L2 維運工程師 (系統工程師、網路工程師）
Name: job_name, dtype: object","276    台北市
281    台北市
367    台北市
423    台北市
Name: company_addr, dtype: object"
"舒果農企業有限公司
                    ","我們希望透過更多改變與執行, 解決農業產銷端的問題,減少農產品至消費者手中之間層層剝削。
透過制度建立,以公正公開之方式, 運用消費者回饋於平台之資金,進而反饋予小農。 
我們希望建立「第二方驗證系統」與「農友認證補助基金」, 促使農產業得以永續發展。 ","339    無毒農電商平台 後端工程師 (３~5 .NET C# Core 工作經驗)
Name: job_name, dtype: object","339    台北市
Name: company_addr, dtype: object"
"艾得利智能行銷科技股份有限公司
                    ","◆ 運用數據和AI，為品牌打造行銷利器、啟動深度客群經營
◆ 利用MarTech幫助企業提升市場競爭力","37                    【產品研發】AI 機器學習工程師
171    【產品研發】Junior/Senior PHP 後端平台工程師
Name: job_name, dtype: object","37     台北市
171    台北市
Name: company_addr, dtype: object"
"艾普勒科技股份有限公司
                    ","分紅/配股  
員工紅利

獎金/禮品
年終獎金
三節禮金/禮品
績效獎金 

保險類
勞保
健保
員工團保

制度類 
完整的教育訓練
順暢的升遷管道

請/休假制度
周休二日
特休(年)假
不扣薪病假

其他
健康檢查

補助類
結婚禮金","233    軟體工程師
Name: job_name, dtype: object","233    新竹縣
Name: company_addr, dtype: object"
"英商艾歐鐵克有限公司台灣分公司
                    ",IOTech’s aim is to be a leader in the global Edge/Fog IoT platform market through a productized open source business model and a channel strategy incorporating the key global IoT players who are looking to leverage OT software solutions and skills they do not currently possess. Key elements of IOTech’s strategy are as follows:,"5     軟體測試工程師
42    資深軟體工程師
95      軟體工程師
Name: job_name, dtype: object","5     台北市
42    台北市
95    台北市
Name: company_addr, dtype: object"
"英屬開曼群島商史泰博股份有限公司台灣分公司
                    ","STAPRO : Stay professional

史泰博．台灣深耕國內市場十餘年，建立了高效、便捷的企業採購平台，然努力永無止盡，為提供更專業、完善的服務，我們決心企業再造，將「Staples / 史泰博．台灣」，更名為「 史泰博．台灣 / STAPRO」，S.T.A.P.R.O代表著公司六大願景，定位未來領航方向，期許史泰博．台灣成為國內外各公司行號及企業內員工的最佳夥伴！

「Superior」卓越的員工＋卓越的管理→卓越的商品與服務
「Trustworthy」 客戶及供應商最值得信賴的B2B+C平台伙伴
「Almighty」滿足客戶全方位需求，提供一站式購足服務
「Professional」領先業界的專業IT、客服、業務、物流與管理團隊
「Responsive」敏捷回應客戶要求，問題即時妥善處理
「Original」 源自於美商的精準管理系統，提供日式職人精神般專業的在地服務","415    軟體工程師[全台最大辦公用品供應商]
Name: job_name, dtype: object","415    新北市
Name: company_addr, dtype: object"
"華翰物產實業股份有限公司
                    ","我們致力於為社會做出積極的貢獻。我們創造了數千個就業機會，發展技能，建立基礎設施，並從當地生產商採購並建立了社會基礎。

We are committed to making a positive contribution to society. We create thousands of employments, develop skills, build basic infrastructure and procure from local producers and create society foundation.","90    資料科學家 (Data Scientist)-台北(Taipei)
Name: job_name, dtype: object","90    台北市
Name: company_addr, dtype: object"
"萬海航運股份有限公司
                    ",顧客至上，全員參與，環境保護，永續經營。,"192    網路管理及資安管理人員
Name: job_name, dtype: object","192    台北市
Name: company_addr, dtype: object"
"藝珂人事顧問股份有限公司
                    ","better work, better life，是藝珂長遠商業策略的核心，概括整體的經營服務策略。藝珂期望所做的不僅僅是提供工作機會，並著重於人才培育和職業開發。","303    【新創軟體外商正職徵才】Customer Success Engineer 業務支援工程師_...
Name: job_name, dtype: object","303    新北市
Name: company_addr, dtype: object"
"街口電子支付股份有限公司
                    ","1. 敢夢想
2. 做有價值的事
3. 堅持與相信
4. 團隊合作
5. 一切都是為了更好的使用者體驗！



獲獎：
2021/11/26 街口支付獲第六屆台灣服務創新獎 提供用戶更好的使用體驗
https://udn.com/news/story/7239/5918377
2021/10/27 街口支付應對疫情快速滿足市場需求 獲《第四屆網路口碑之星》領航創新獎
https://dailyview.tw/Popular/Detail/12206

專訪及報導：
2021/12/29 跨出電子支付框架！街口如何將流量變現，一步步實現生態圈願景？-產品長Clare專訪
https://fc.bnext.com.tw/articles/view/1936
2021/12/16 街口全力朝區塊鏈金融轉型，胡亦嘉：鏈上有無盡翱翔的天空-執行長Kevin專訪
https://www.bnext.com.tw/article/66819/jkos-blockchain
2021/11/12 街口購物節人數成長2倍 逾5千人低於85折買到iPhone 13
https://udn.com/news/story/7241/5886742


","4                        Senior Backend Engineer
21                           DevSecOps Engineers
109                    Site Reliability Engineer
116                             Backend Engineer
218               技術美術 Technical Artist (街口金融科技)
241    Site Reliability Engineer - Data Platform
395                                Data Engineer
Name: job_name, dtype: object","4      台北市
21     台北市
109    台北市
116    台北市
218    台北市
241    台北市
395    台北市
Name: company_addr, dtype: object"
"裕隆集團_格上汽車租賃股份有限公司
                    ","誠信. 專業. 熱忱

創新領先顧客所需
服務超越顧客所要
格上租車閣下至上","265     《數位轉型》資深資料分析師(Data Analyst)
272    《數位轉型》資深資料工程師(Data Engineer)
Name: job_name, dtype: object","265    新北市
272    新北市
Name: company_addr, dtype: object"
"詮睿科技股份有限公司
                    ","詮睿科技股份有限公司(Talent-Jump Technologies, Inc.) 
為一群在IT資安產業耕耘多年的IT人一同創立，鑑於資安議題日趨重要，我們希望能為企業在資安意識及架構上，以最接近駭客的思維提供最專業的資安解決方案，協助企業提高資安意識及架構。 
我們秉持著「資安為本」的概念，持續關注市場上資安攻繫手法的演變及更新，並加強自我本身的能力，期望能以最迅速，及最專業的服務，提供企業專業的技術服務，與顧問服務。","134    網路工程師
204    後端工程師
247    資安工程師
Name: job_name, dtype: object","134    台北市
204    台北市
247    台北市
Name: company_addr, dtype: object"
"豐卉有限公司
                    ",資訊軟體開發、銷售與服務；資料處理與數據分析服務；其他綜合商品批發代理服務。,"210    資料分析師
Name: job_name, dtype: object","210    台北市
Name: company_addr, dtype: object"
"財團法人中華經濟研究院
                    ",,"237    中華經濟研究院第二所徵專職計畫輔佐研究員1名（商管相關領域碩士或博士畢，且具法人經歷者）
290                     第三所誠徵專職計畫輔佐研究員（產業經濟、財金相關領域）
Name: job_name, dtype: object","237    台北市
290    台北市
Name: company_addr, dtype: object"
"迅源科技有限公司
                    ","技術創新,引領積體電路設計驗證方法
突顯差異,整合相關環境符合客戶需求
開源社群,回饋開發成果促進產業發展","136           驗證IP研發工程師
140    軟體開源 slang 研發工程師
242             軟體研發工程師
Name: job_name, dtype: object","136    新竹縣
140    新竹縣
242    新竹縣
Name: company_addr, dtype: object"
"遠東新世紀股份有限公司
                    ","　創辦人徐有庠先生以「誠信」作為事業體經營發展的最高指導原則，凡事但求確確時時，不作假、不隱瞞，並推而廣之，塑建「誠、勤、樸、慎」及創新的立業精神：
誠者，真誠也。對顧客、社會大眾、同事都要真誠相待，對同事都要真誠相待，彼此有信，才能合作無間。
勤者，勤奮也。每個人都要勤奮工作，努力不懈，才能日新又新；以勤補拙，才可望克服萬難。
樸者，儉樸也。生活簡樸、愛福惜福，自然能夠清心寡欲，人生才會快樂。
慎者，審慎也。做任何事情，事前都必須審慎評估，做好規劃，才容易成功。","342    集團聯合稽核總部/資料工程師(台北遠企)
Name: job_name, dtype: object","342    台北市
Name: company_addr, dtype: object"
"醫流體股份有限公司
                    ",MedFluid醫流體之創立，源於創辦人親人治療無效之遺憾，因此本公司以改善現行醫療技術瓶頸為己責，希望能將先進技術商品化並推廣普及至地球每個角落，讓這個世界更加幸福溫暖。,"333    軟韌體研發工程師/儲備幹部
Name: job_name, dtype: object","333    新竹縣
Name: company_addr, dtype: object"
"金程電子有限公司
                    ",創新研發,"213    遊戲工程師
Name: job_name, dtype: object","213    新北市
Name: company_addr, dtype: object"
"鈦度科技有限公司
                    ","We don’t code software, we play software!! Silicon Valley style American startup, geeks over 90%!!","198    python工程師
Name: job_name, dtype: object","198    台北市
Name: company_addr, dtype: object"
"鈺立微電子股份有限公司
                    ","我們的團隊始於超過二十年的世界級IC設計半導體集團。
創辦人以及主要投資人為全球半導體設計的權威， 團隊具備IC先進製程及開發資源。 
我們將秉持1.破壞式創新 2.全球化經營 3.國際性團隊，成為世界級科技公司。","300    軟體驗證工程師
Name: job_name, dtype: object","300    台北市
Name: company_addr, dtype: object"
"鉅晶國際股份有限公司
                    ","鉅晶(JJNET)致力於協同經銷夥伴共同達成以客戶需求為導向的優質解決方案，藉由我們代理產品的經營及運籌，建立與經銷夥伴雙贏、客戶雙贏的企業經營理念與價值。
","147    資安技術工程師_台北
189    資安技術工程師_JL
Name: job_name, dtype: object","147    台北市
189    台北市
Name: company_addr, dtype: object"
"阿爾奇科技有限公司
                    ","阿爾奇科技保持對亞馬遜Day 1的初衷文化，竭力滿足客戶及其需求，秉持著客戶至上的精神，將客戶的需求視為公司成長的動力，透過積極培養齊心合力的團隊，創造與客戶雙贏的局面．

我們非常重視阿爾奇的每一位員工，除了有開放、自由、多元文化的工作環境外，也提供員工學習及未來成長的空間，歡迎優秀的朋友同好們一起加入我們的工作行列，一起在雲端時代共創美好的未來！
","170    雲端系統工程師
Name: job_name, dtype: object","170    台北市
Name: company_addr, dtype: object"
"集雅科技股份有限公司
                    ","「讓人工智慧豐富你我的生活」是我們簡單而堅定的信念。

我們相信站在科技這個巨人的肩膀上，人類勢必能走的更高更遠，而人類精巧細緻的靈魂，不該再被繁複的事務限制住，有了人工智慧的幫助，我們能夠更加盡情的揮灑生命的色彩。

集雅期盼台灣技術能夠被世界看見，更期待台灣技術能夠成為世界的助力，讓所有人都能受益於人工智慧的力量。如果你想要快速成長、熱愛解決問題，集雅團隊誠摯邀請你一同加入，成為照亮科技前路的一束火光。","111               AI 工程師
310       產品研發工程師(AI 內容)
344        產品研發工程師（廣告系統）
355    Junior DevOps 工程師
Name: job_name, dtype: object","111    台北市
310    台北市
344    台北市
355    台北市
Name: company_addr, dtype: object"
"雲仲資訊股份有限公司
                    ",雲仲資訊股份有限公司團隊是由一群顏值高、有活力、聰明的成員組成，來自於各領域專家，扁平的組織結構更能快速溝通，是一個充滿歡樂的工作氛圍，歡迎你一起成為雲仲資訊股份有限公司的夥伴，讓雲仲資訊往更高的目標邁進！,"354    Front-End Engineer 前端工程師
Name: job_name, dtype: object","354    新竹市
Name: company_addr, dtype: object"
"雲沛科技股份有限公司
                    ","雲沛科技的未來展望
以備份備援、網路、虛擬平台、儲存裝置為基礎，逐漸發展資訊安全(Security)、資料庫管理(Database Management)、雲端平台(Cloud Platform)產品線與技術能力，健全雲沛科技的產品線與解決方案，以提供企業客戶全面性的IT環境系統平台，達到企業永續發展的目標。","180    軟體工程師
Name: job_name, dtype: object","180    台北市
Name: company_addr, dtype: object"
"鴻佰科技股份有限公司
                    ","1.共同創業，分享成果。
2.持續的勇氣與決心，貢獻智慧與汗水。
3.以人為本，創造良性互動與競爭的環境。
4.堅持理念，步步為營，確保公司長期發展與成長。","83     DN-數據技術PM(DT) (工作地:新竹工業區_湖口)
86         BMC 韌體設計工程師 (工作地: 新北土城區)
148           數據獲取工程師(工作地:新竹工業區_湖口)
161       Python開發工程師(工作地:新竹工業區_湖口)
345     DN-平台技術PM(PT)(工作地:新竹工業區_湖口)
363    DN-分析技術PM(AT) (工作地:新竹工業區_湖口)
Name: job_name, dtype: object","83     新竹縣
86     新北市
148    新竹縣
161    新竹縣
345    新竹縣
363    新竹縣
Name: company_addr, dtype: object"
